TRACKNR;KMSTR_E;KMEND_E;KMSTR_V;KMEND_V;TRACKNAME;TRACKSHCUT
2883;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Switch Gruenebach - Daaden                           (new Track 9288);former Track 2883
2900;100000008;100060032;  0,0 +   8;  0,6 +  32;Luenen Sued, 62W205 - Luenen Main-St., W 441;Luenen South - Luenen
2901;100110025;100270059;  1,1 +  25;  2,7 +  59;Luenen Preußen, W 353 - Switch Horstmar, 64W251;Luenen Preußen - Switch Horstmar
2910;99999988;100460061;  0,0 + -11;  4,6 +  61;Boenen, W 51 - Hamm (Westf) Rbf, W 135;Boenen - Hamm Rbf
2911;114530022;115050037;145,3 +  22;150,5 +  37;Switch Selmig, W 8 - Hamm (Westf) Rbf, W 703;Switch Selmig - Hamm Rbf
2912;99999978;100130041;  0,0 + -21;  1,3 +  41;Switch Herringen, W 301 - Hamm (Westf) Rbf, W 12;Switch Herringen - Hamm Rbf
2913;114660032;115030076;146,6 +  32;150,3 +  76;Hamm (Westf) Rbf, W 7 - Hamm (Westf) Rbf, W 702;Hamm Rbf, W 7 - W 702
2920;99999981;100400080;  0,0 + -18;  4,0 +  80;Switch Hamm Feldmark, W 1 - Hamm (Westf) Rbf, W 507;Switch Feldmark - Hamm Rbf
2921;100000040;100240043;  0,0 +  40;  2,4 +  43;Switch Hamm Gallberg, W 523 - Hamm (Westf) Rbf, W 136;Switch Gallberg - Hamm Rbf
2922;100090013;100400062;  0,9 +  13;  4,0 +  62;Hamm (Westf) Rbf, W 190 - Hamm (Westf), W 926;Hamm Rbf - Hamm
2923;99999978;100230032;  0,0 + -21;  2,3 +  32;Hamm (Westf)Rbf, W 431 - Hamm (Westf)Pbf, W 936;Hamm Rbf, W 431  - Hamm Pbf
2930;111150045;113710089;111,5 +  45;137,1 +  89;Soest - Hamm (Westf), W 937;Soest - Hamm
2931;113470070;134800059;134,7 +  70;348,0 +  59;Hamm (Westf) - Emden Rbf;Hamm (Westf) - Emden Rbf
2932;118840008;120720098;188,4 +   8;207,2 +  98;Unna, W 3 - Hamm (Westf);Unna - Hamm
2933;100030065;100320033;  0,3 +  65;  3,2 +  33;Unna, W 4 - Unna-Koenigsborn, W 746;Unna - Unna-Koenigsborn
2940;99959959;100600020; -0,4 + -40;  6,0 +  20;Neubeckum, W 6 - Beckum;Neubeckum - Beckum
2941;99979911;100100046; -0,2 + -88;  1,0 +  46;former Track - Neubeckum - Friedrichshorst;former Track 2941
2942;99969964;100030039; -0,3 + -35;  0,3 +  39;Neubeckum, W 26 - DB-Borderline;Neubeckum, W 26 - DB-Borderline
2943;99989915;100040055; -0,1 + -84;  0,4 +  55;Neubeckum, W 16 - NE-Strecke 9213;Neubeckum - NE-Strecke 9213
2950;99979984;105520010; -0,2 + -15; 55,2 +  10;Brackwede, W 58 - Osnabrueck Main-St. Po, W 392;Brackwede - Osnabrueck
2951;100030022;102440028;  0,3 +  22; 24,4 +  28;Lippstadt, W 8 - Rheda-Wiedenbrueck, W 70;Lippstadt - Rheda-Wiedenbrueck
2952;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Wiedenbrueck - Dellbrueck;former Track 2952
2960;99969906;104050063; -0,3 + -93; 40,5 +  63;Paderborn Main-St., W 37 - Brackwede, W 24;Paderborn - Brackwede
2961;99979957;105980045; -0,2 + -42; 59,8 +  45;Paderborn Main-St., W 5 - Brilon Wald;Paderborn - Brilon Wald
2962;99979991;100760002; -0,2 +  -8;  7,6 +   2;Paderborn Nord, W 1 - Bad Lippspringe;PB North - Bad Lippspringe
2963;100010023;101520060;  0,1 +  23; 15,2 +  60;Geseke, W 4 - Bueren (Westf);Geseke - Bueren
2970;111040084;114870030;110,4 +  84;148,7 +  30;Altenbeken, W 8 - Warburg (Westf), W 88;Altenbeken - Warburg
2971;110960038;111070046;109,6 +  38;110,7 +  46;Altenbeken, Gl 200, W 154 - Altenbeken, W 85;Altenbeken, W 154 - W 85
2972;100030028;110120010;  0,3 +  28;101,2 +  10;Warburg (Westf), W 64 - Sarnau, W 18;Warburg - Sarnau
2973;128300011;133300034;283,0 +  11;333,0 +  34;Scherfede, W 17 - Holzminden, W2;Scherfede - Holzminden
2974;100320042;104880062;  3,2 +  42; 48,8 +  62;Langeland, W 2 - Holzminden;Langeland - Holzminden
2975;99969902;106390052; -0,3 + -97; 63,9 +  52;Ottbergen, W 5 - Northeim (Han);Ottbergen - Northeim
2976;100000000;100110000;  0,0 +   0;  1,1 +   0;former Switch Wildberg - former Switch Steinberg (Wehrden (Weser));Switch Wildberg - Switch Steinberg
2980;99899964;104800031; -1,0 + -35; 48,0 +  31;Herford, W 18 - Himmighausen, W 21;Herford - Himmighausen
2981;99949948;100890091; -0,5 + -51;  8,9 +  91;Herford, W 167 - Kirchlengern, W 102;Herford - Kirchlengern
2982;99969936;108770071; -0,3 + -63; 87,7 +  71;Buende (Westf), W 41 - Bassum, W 41;Buende - Bassum
2983;99989998;105010076; -0,1 +  -1; 50,1 +  76;Lage (Lippe), W 7 - Hameln, W 55;Lage - Hameln
2984;99949920;102210036; -0,5 + -79; 22,1 +  36;Lage (Lippe), W 48 - Bielefeld Main-St., W 217;Lage - Bielefeld
2985;99989954;100210041; -0,1 + -45;  2,1 +  41;Bielefeld Ost, W 1 - Bielefeld Kreisbahnhof;Bielefeld East - Kreisbahnhof
2986;100210024;100670098;  2,1 +  24;  6,7 +  98;Switch Noltehof - Blomberg;Switch Noltehof - Blomberg
2990;106190002;117750037; 61,9 +   2;177,5 +  37;Minden (Westf), W 8 - Hamm (Westf) Rbf, W 658;Minden (Westf) - Hamm Rbf
2991;100030025;100400000;  0,3 +  25;  4,0 +   0;Porta Westfalica - Haeverstaedt;Porta Westfalica - Haeverstaedt
2992;108520095;118010036; 85,2 +  95;180,1 +  36;Loehne (Westf) Pbf - Rheine, 20W209;Loehne - Rheine
2993;108450052;108760040; 84,5 +  52; 87,6 +  40;Loehne (Westf) Pbf, W 19 - W 291;Loehne, W 19 - W 291
3000;99989901;104250027; -0,1 + -98; 42,5 +  27;Remagen, W 5 - Adenau;Remagen - Adenau
3001;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (Duempelfeld) Switch Liers - Switch Insul;former Track 3001
3002;100070000;104380043;  0,7 +   0; 43,8 +  43;Duempelfeld - Lissendorf;Duempelfeld - Lissendorf
3003;100090042;101960071;  0,9 +  42; 19,6 +  71;Juenkerath - Losheim (Eifel) Borderline;Juenkerath - Losheim Borderline
3004;100000000;100880060;  0,0 +   0;  8,8 +  60;Hillesheim (Eifel) - Pelm;Hillesheim - Pelm
3005;99949931;109310072; -0,5 + -68; 93,1 +  72;Andernach, W 3 - Gerolstein, W 2;Andernach - Gerolstein
3006;100000000;100080050;  0,0 +   0;  0,8 +  50;Andernach, W 57 - Andernach Rheinwerft;Andernach - Andern. Rheinwerft
3007;100000000;100100051;  0,0 +   0;  1,0 +  51;Andernach - Andernach Hafen;Andernach - Andernach Hafen
3010;100000000;115950012;  0,0 +   0;159,5 +  12;Koblenz Main-St. - Perl (DB-Borderline);Koblenz - Perl (DB-Borderline)
3011;100000078;101530073;  0,0 +  78; 15,3 +  73;Neuwied - Koblenz Mosel Gbf, W 438;Neuwied - Koblenz Mosel Gbf
3012;108990078;109110021; 89,9 +  78; 91,1 +  21;Koblenz, Moselbruecke, W 325 - Koblenz Main-St., W 42;Koblenz, Moselbruecke - Koblenz
3013;100030005;100090088;  0,3 +   5;  0,9 +  88;Koblenz Main-St., W 25 - Koblenz Mosel Gbf, Stw Kof;Koblenz - Koblenz Mosel Gbf
3014;100000000;100220021;  0,0 +   0;  2,2 +  21;Switch Kesselheim, W 3 - Koblenz-Luetzel, W 16;Switch Kesselheim - KO-Luetzel
3015;100000006;103410048;  0,0 +   6; 34,1 +  48;Koblenz-Luetzel, W 20 - Mayen Ost;Koblenz-Luetzel - Mayen Ost
3016;99959914;100920070; -0,4 + -85;  9,2 +  70;Polch, W 1 - Muenstermaifeld;Polch - Muenstermaifeld
3017;100000000;100240000;  0,0 +   0;  2,4 +   0;Engers - Rheinbruecke;Engers - Rheinbruecke
3018;108690005;108830040; 86,9 +   5; 88,3 +  40;Koblenz-Luetzel, W 15 - Koblenz-Luetzel, W 103;Koblenz-Luetzel, W 15 - W 103
3020;100040035;105340098;  0,4 +  35; 53,4 +  98;Simmern, W 33 - Boppard South;Simmern - Boppard Sued
3021;100060028;111080041;  0,6 +  28;110,8 +  41;Langenlonsheim, W 45 - Hermeskeil, W 23;Langenlonsheim - Hermeskeil
3022;100070000;101490050;  0,7 +   0; 14,9 +  50;Simmern - Gemuenden (Hunsrueck);Simmern - Gemuenden
3023;100000000;100380045;  0,0 +   0;  3,8 +  45;Buechenbeuren, W 1 - Hahn Flughafen;Buechenbeuren - Hahn Flughafen
3030;100000079;100230045;  0,0 +  79;  2,3 +  45;former Switch Lahnstein Hohenrhein - Oberlahnstein, W 191;Hohenrhein - Oberlahnstein
3031;100000063;100130058;  0,0 +  63;  1,3 +  58;Switch Koblenz-Pfaffendorf, W 103 - Switch Kobl. Horchheimer Bruecke, W 301;KO-Pfaffend. - Horchheimer Br.
3032;100000066;107390083;  0,0 +  66; 73,9 +  83;Engers - Au (Sieg);Engers - Au (Sieg)
3033;99979981;103390020; -0,2 + -18; 33,9 +  20;Linz (Rhein), W 24 - Flammersfeld;Linz - Flammersfeld
3034;99969924;100670030; -0,3 + -75;  6,7 +  30;Grenzau, W 15 - Hillscheid (Westerw);Grenzau - Hillscheid
3100;99979942;103270044; -0,2 + -57; 32,7 +  44;Gerolstein, W 30 - Pronsfeld, W 2;Gerolstein - Pronsfeld
3101;103270015;104990095; 32,7 +  15; 49,9 +  95;Pronsfeld - Ihren;Pronsfeld - Ihren
3102;100010039;102520051;  0,1 +  39; 25,2 +  51;Pronsfeld, W 2 - Neuerburg (Kr Bitburg);Pronsfeld - Neuerburg
3103;99969994;100860011; -0,3 +  -5;  8,6 +  11;Pronsfeld, W 1 - Waxweiler;Pronsfeld - Waxweiler
3104;99979982;104440050; -0,2 + -17; 44,4 +  50;Bitburg-Erdorf, W 32 - Igel;Bitburg - Igel
3110;99899917;104060018; -1,0 + -82; 40,6 +  18;Wittlich Main-St., W 3 - Daun;Wittlich - Daun
3111;99939992;101510083; -0,6 +  -7; 15,1 +  83;Wittlich Main-St., W 8 - Bernkastel-Kues;Wittlich - Bernkastel-Kues
3112;100010088;101050001;  0,1 +  88; 10,5 +   1;Switch Puenderich DB, W 52 - Traben-Trarbach DB;Puenderich - Traben-Trarbach
3113;105320030;106110040; 53,2 +  30; 61,1 +  40;Treis - Bruttig;Treis - Bruttig
3114;100000000;100120098;  0,0 +   0;  1,2 +  98;Wittlich Main-St., W 51 - Industrieanschl.II Wittlich;Wittlich - Industrieanschl.II
3120;100020062;100120048;  0,2 +  62;  1,2 +  48;Konz, W 28 - Karthaus Moselbruecke, W 163;Konz - Karthaus Moselbruecke
3121;100000033;100040015;  0,0 +  33;  0,4 +  15;Karthaus Nordwest, W 197 - Karthaus Moselbruecke, W 195;Karthaus NW - Moselbruecke
3122;100000000;100120080;  0,0 +   0;  1,2 +  80;Karthaus Nordost, W 190 - Karthaus West, W 172;Karthaus Nordost - West
3123;100060068;100120035;  0,6 +  68;  1,2 +  35;Karthaus-Moselbruecke, W 162 - Karthaus Mitte, W 156;Karthaus Moselbruecke - Mitte
3124;100320032;100410013;  3,2 +  32;  4,1 +  13;Granahoehe - Igel;Granahoehe - Igel
3130;100000091;100310022;  0,0 +  91;  3,1 +  22;Trier Main-St. - Trier Nord;Trier - Nord
3131;100000000;107320027;  0,0 +   0; 73,2 +  27;Trier Main-St., W 220 - Tuerkismuehle, W 9;Trier Main-St. - Tuerkismuehle
3132;110820087;111350070;108,2 +  87;113,5 +  70;Tier Main-St., W 212 - Trier Sued, W 810;Trier Main-St. - Trier Sued
3140;100050020;101910063;  0,5 +  20; 19,1 +  63;Ehrang - Igel Borderline;Ehrang - Igel Borderline
3141;99969958;100320074; -0,3 + -41;  3,2 +  74;Ehrang, W 7 - Biewer, Streckenwechsel 3141/3140;Ehrang - Biewer
3142;110500056;110800048;105,0 +  56;108,0 +  48;Ehrang, W 21 - Trier Main-St., W 204;Ehrang - Trier Main-St., W 204
3143;100000027;100320009;  0,0 +  27;  3,2 +   9;Ehrang - Quint Huette;Ehrang - Quint Huette
3144;100000000;100020091;  0,0 +   0;  0,2 +  91;Ehrang, W 3 - Ehrang, W 10;Ehrang, W 3 - W 10
3145;100000024;100220052;  0,0 +  24;  2,2 +  52;Ehrang, W 51 - Ehrang, W 311;Ehrang, W 51 - W 311
3146;100000004;100050086;  0,0 +   4;  0,5 +  86;Ehrang, W 302 - Trier Main-St., W 202;Ehrang - Trier Main-St., W 202
3147;100000036;100030091;  0,0 +  36;  0,3 +  91;Ehrang, W 102 - Ehrang, W 197;Ehrang, W 102 - W 197
3148;110620077;110940080;106,2 +  77;109,4 +  80;Ehrang, W 81 - Trierer Hafen;Ehrang - Trierer Hafen
3149;100000000;100010000;  0,0 +   0;  0,1 +   0;reserved Track - Ehrang, W 34 - Ehrang, W 391 (Westumfahrung Trier);reserved Track 3149
3200;100030066;100900086;  0,3 +  66;  9,0 +  86;Heimbach (Nahe), W 41 - Baumholder, Gl 1;Heimbach - Baumholder
3201;99979909;103260020; -0,2 + -90; 32,6 +  20;Tuerkismuehle, W 26 - Kusel;Tuerkismuehle - Kusel
3202;99999906;100450091;  0,0 + -93;  4,5 +  91;Altenglan, W 11 - Kusel;Altenglan - Kusel
3203;99919983;101360000; -0,8 + -16; 13,6 +   0;St. Wendel, W 40 - Tholey;St. Wendel - Tholey
3204;99959912;102120087; -0,4 + -87; 21,2 +  87;Ottweiler (Saar), W 22 - Schwarzerden;Ottweiler - Schwarzerden
3205;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Freisen, W 4 - Freisen, Gl 4;former Track 3205
3210;100000000;100260000;  0,0 +   0;  2,6 +   0;Switch Dillingen (S) Ford/Zentralk., W 221 - Dillingen (S) Fordw. (Glan);Switch Dill. Ford - Fordwerke
3211;100000000;101280019;  0,0 +   0; 12,8 +  19;Dillingen (Saar) - Primsweiler, G-Bahn;Dillingen - Primsweiler
3212;100770017;102030024;  7,7 +  17; 20,3 +  24;(DB-Borderline) Hemmersdorf (Saar) - Dillingen (Saar);Hemmersdorf - Dillingen
3213;103010023;104000000; 30,1 +  23; 40,0 +   0;(DB-Borderline) Silwingen - Merzig (Saar);Silwingen - Merzig
3214;100060080;100260050;  0,6 +  80;  2,6 +  50;Switch Dillingen (Saar) Ost, W 202 - Dillinger Huette (Hochofen) (Glan);Switch Dillingen East - Huette
3215;100000000;100100057;  0,0 +   0;  1,0 +  57;Switch Dillingen (Saar) Sued, W 201 - Switch Dillingen (Saar) Ost, W 205;Switch Dillingen South - Switch Ost
3216;100000000;100250036;  0,0 +   0;  2,5 +  36;Switch Dillingen (Saar) Ford/Zentralk., W 223 - Dillingen (S) Roederberg;Switch Dill. Ford - Roederberg
3217;100270030;100390050;  2,7 +  30;  3,9 +  50;Switch Dillngen (S) Ford/Zentralk., W 211 - Dillinger Huette (ZKS) (Glan);Switch Dillingen Ford - Huette
3218;99989929;100240030; -0,1 + -70;  2,4 +  30;Merzig (Saar), W 14 - Merzig (Saar) Ost;Merzig - Merzig Ost
3220;99949952;100090022; -0,5 + -47;  0,9 +  22;Saarbruecken-Burbach, W 589 - Saarbruecken Saardamm, W 626;Saarbruecken-Burbach - Saardamm
3221;100000000;100540045;  0,0 +   0;  5,4 +  45;Saarbruecken Rbf, W 8 - Saarbruecken-Von der Heydt, G-Bahn;Saarbr. Rbf - Von der Heydt
3222;100000042;100240070;  0,0 +  42;  2,4 +  70;Von der Heydt, W 4 - AW Saarbruecken-Burbach, Gl 18, G-Bahn;SB Von der Heydt - Burbach
3223;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Saarbruecken-Burbach - Switch Saardamm, W18;former Track 3223
3224;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Saarbruecken-Burbach - Kohlenbahnhof (Glan);former Track 3224
3225;100600073;100700093;  6,0 +  73;  7,0 +  93;Luisenthal (Saar), W 3 - Luisenthal (Saar), W 26;Luisenthal (Saar), W 3 - W 26
3226;101000010;101060061; 10,0 +  10; 10,6 +  61;Fuerstenhausen, W 52 - Fuerstenhausen, Kraftwerk Fenne;Fuerstenhausen - Kraftw. Fenne
3230;100000000;108200026;  0,0 +   0; 82,0 +  26;Saarbruecken Main-St. - Karthaus, W 52;Saarbruecken - Karthaus
3231;100000000;100540083;  0,0 +   0;  5,4 +  83;Saarbruecken Main-St. - Saarbruecken Saardamm (DB-Borderline);Saarbruecken Main-St. - Saardamm
3232;100200014;101840068;  2,0 +  14; 18,4 +  68;Saarbruecken Saardamm, W 612 --Hostenbach-- - Bous (Saar);Saarbruecken Saardamm - Bous
3233;100100054;100230037;  1,0 +  54;  2,3 +  37;Saarbruecken Main-St., W 603 - Saarbruecken Saardamm, W 617;Saarbr. Main-St. - Saardamm, W 617
3234;99909973;100450074; -0,9 + -26;  4,5 +  74;Saarbruecken Saardamm, W 613 - Saarbruecken Rbf, W 4;Saarbr. Saardamm, W 613 - Rbf
3235;99859999;100150065; -1,4 +   0;  1,5 +  65;Saarbruecken-Burbach, Untere Huette (Glan) - Saarbruecken Rbf, W 252;Saarbruecken-Burbach - Rbf
3236;99919965;101430026; -0,8 + -34; 14,3 +  26;Fuerstenhausen, W 1 - Warndt Grube (Glan), G-Bahn;Fuerstenhausen - Warndt
3237;100070020;100340000;  0,7 +  20;  3,4 +   0;Fuerstenhausen, W 3  - Kokerei Saarbergwerke AG;Fuerstenhausen - Kokerei
3238;100000015;100290085;  0,0 +  15;  2,9 +  85;Saarbruecken Main-St., W 600 - Saarbruecken Rbf, W 71;Saarbruecken Main-St. - Rbf
3239;100160070;100280076;  1,6 +  70;  2,8 +  76;Saarbruecken Saardamm - Saarbruecken Rbf;Saarbruecken Saardamm - Rbf
3240;100060047;102710067;  0,6 +  47; 27,1 +  67;Saarbruecken Main-St., W 249 - Neunkirchen (Saar) Main-St., W 3;Saarbruecken - Neunkirchen
3241;99929906;100170034; -0,7 + -93;  1,7 +  34;Saarbruecken-Schleifmuehle - Saarbruecken Saardamm, W 611;SB-Schleifmuehle - Saardamm
3242;100030024;100120057;  0,3 +  24;  1,2 +  57;Saarbruecken-Schleifmuehle, W 408 - Saarbruecken Main-St., W 604;Saarbruecken-Schleifmuehle - Main-St.
3243;100010037;100380076;  0,1 +  37;  3,8 +  76;Merchweiler, W 52 - Goettelborn Grube;Merchweiler - Goettelborn Grube
3244;100030000;100220095;  0,3 +   0;  2,2 +  95;Brefeld - Maybach Grube;Brefeld - Maybach
3245;100840057;100940013;  8,4 +  57;  9,4 +  13;Fischbach-Camphausen - Grube (Glan);Fischbach - Grube
3250;100000000;103100098;  0,0 +   0; 31,0 +  98;Saarbruecken Main-St. - Homburg (Saar) Main-St.;Saarbruecken - Homburg
3251;100110056;101690033;  1,1 +  56; 16,9 +  33;Saarbruecken Main-St., W 37 - Hanweiler Borderline;Saarbruecken - Hanweiler Borderline
3252;100010040;100090091;  0,1 +  40;  0,9 +  91;Brebach, W 4 - Switch Halberg, G-Bahn;Brebach - Halberg
3253;99919970;100050086; -0,8 + -29;  0,5 +  86;St. Ingbert, W 107 - St. Ingbert Grube;St. Ingbert - Grube
3254;100350024;100520023;  3,5 +  24;  5,2 +  23;Brebach, W 3 - Halberger Huette (Glan);Brebach - Halberger Huette
3260;99929954;100400074; -0,7 + -45;  4,0 +  74;Saarbruecken Rbf, W 127 - Saarbruecken-Burbach, W 583;Saarbruecken Rbf - Burbach
3261;99839901;100120045; -1,6 + -98;  1,2 +  45;Saarbruecken Rbf, W 4 - Saarbruecken Main-St., W 41;Saarbruecken Rbf, W 4 - Main-St.
3262;100000000;100180001;  0,0 +   0;  1,8 +   1;Saarbruecken Rbf, W 32 - Saarbruecken Main-St., W 4;Saarbruecken Rbf, W 32 - Main-St.
3263;113570033;113820082;135,7 +  33;138,2 +  82;Dudweiler, W 3 - Saarbruecken Rbf, W 4;Dudweiler - Saarbruecken Rbf
3264;100000000;100130097;  0,0 +   0;  1,3 +  97;Saarbruecken Rbf, W 175 - Saarbruecken Main-St., W 211;Saarbruecken Rbf, W 175 - Main-St.
3265;100000000;100070093;  0,0 +   0;  0,7 +  93;Saarbruecken Rbf, W 180 - Saarbruecken Rbf, W 251;Saarbruecken Rbf, W 180 - W 251
3270;100040045;100410030;  0,4 +  45;  4,1 +  30;Neunkirchen (Saar) Main-St., W 125 - Neunkirchen (Saar)-Dechen;Neunkirchen - Dechen
3271;100020029;100160000;  0,2 +  29;  1,6 +   0;Neunkirchen (Saar) Main-St. - former Grube Koenig;Neunkirchen - Grube Koenig
3272;99959924;100280087; -0,4 + -75;  2,8 +  87;Schiffweiler - Neunkirchen (Saar) Main-St.;Schiffweiler - Neunkirchen
3273;112130008;112300055;121,3 +   8;123,0 +  55;Neunkirchen (Saar) Main-St., W 169 - Neunkirchen (Saar) Main-St., W 340;Neunkirchen, W 169 - W 340
3274;100030007;105250012;  0,3 +   7; 52,5 +  12;Wemmetsweiler, W 18 - Nonnweiler, W 15;Wemmetsweiler - Nonnweiler
3275;100000064;100320001;  0,0 +  64;  3,2 +   1;Bexbach, W 23 --Kraftwerke SBW-- - Petrocarbona;Bexbach - Petrocarbona
3276;100350040;100460000;  3,5 +  40;  4,6 +   0;Neunkirchen (Saar)-Dechen - Neunkir.(S)-formerGrube Heinitz,G-Bahn;Neunk.-Dechen - Grube Heinitz
3277;100000000;100030082;  0,0 +   0;  0,3 +  82;Wemmetsweiler, W 61 - Wemmetsweiler, W 70;Wemmetsweiler, W 61 - W 70
3278;100010098;100160050;  0,1 +  98;  1,6 +  50;Neunkirchen (Saar) Main-St., W 118 - Saarstahl Nordanschluss (Glan);Neunkirchen (S) - Nordanschl.
3279;100000000;100070075;  0,0 +   0;  0,7 +  75;Neunkirchen (Saar) Hermineschacht, W 200 - Kohlenlager Hermineschacht;Neunk. Hermine - Kohlenlager
3280;100830076;110580006;  8,3 +  76;105,8 +   6;Homburg (Saar) Main-St. - Ludwigshafen (Rhein) Main-St., W 12;Homburg - Ludwigshafen
3281;99959901;109620018; -0,4 + -98; 96,2 +  18;Homburg (Saar) Main-St., W 525 - Staudernheim, W 4;Homburg - Staudernheim
3282;99949930;101440033; -0,5 + -69; 14,4 +  33;Homburg (Saar) Main-St., W 593 - Neunkirchen (Saar) Main-St., W 170;Homburg - Neunkirchen
3283;99979982;100740027; -0,2 + -17;  7,4 +  27;Homburg (Saar) Main-St., W 565 - Einoed (Saar);Homburg - Einoed
3284;100090072;100400077;  0,9 +  72;  4,0 +  77;Homburg (Saar) Main-St., W 506 - Gleislager Homburg (Saar), G-Bahn;Homburg - Gleislager
3285;100550058;102730015;  5,5 +  58; 27,3 +  15;Schwarzenacker - Reinheim (Saar) (DB-Borderline);Schwarzenacker - Reinheim
3286;99989993;100180085; -0,1 +  -6;  1,8 +  85;Neunkirchen(S)Hbf,W53 - Anschl.Kohleentladest.f.Kw.St-Barb.III(Glan)GB;Neunk.(S) - St.-Barbara III
3287;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Neunkirchen (Saar) Main-St., W 289 - W 338;former Track 3287
3288;102370079;102430032; 23,7 +  79; 24,3 +  32;Gersheim, W 1 --Kalkwerke(Glan)-- - W 18, G-Bahn;Gersheim - W 18
3290;105510059;107080015; 55,1 +  59; 70,8 +  15;(DB-Borderline) Überherrn - Voelklingen, W 41, G-Bahn;Überherrn - Voelklingen
3291;100010021;102220068;  0,1 +  21; 22,2 +  68;Lebach, W 1 - Voelklingen, W 55;Lebach - Voelklingen
3292;100000000;100410015;  0,0 +   0;  4,1 +  15;Voelklingen-Heidstock - Puettlingen (Saar) Grube;Voelklingen - Puettlingen
3293;100000000;100070060;  0,0 +   0;  0,7 +  60;Voelklingen, W 88 --Eisenw.(Glan)-- - W 104, G-Bahn;Voelklingen W88 - W104
3294;106810045;106920049; 68,1 +  45; 69,2 +  49;Kohlenbahnhof Hostenbach (Glan) - Voelklingen;Hostenbach - Voelklingen
3295;101320058;101560066; 13,2 +  58; 15,6 +  66;Switch Voelklingen Walzwerke, W 753 - Bous (Saar), W 761;Switch Voelklingen Walzw. - Bous
3296;101610054;101700061; 16,1 +  54; 17,0 +  61;Roehrenwerke Bous (RBS) (Glan) - Bous, W 69, G-Bahn;Bous Roehrenwerke - W69
3297;100000000;100180046;  0,0 +   0;  1,8 +  46;Ensdorf (Saar), W 1 - Dampfkraftwerk VSE (Glan);Ensdorf - Dampfkraftwerk VSE
3298;100000000;100180044;  0,0 +   0;  1,8 +  44;Ensdorf (Saar), W 34 - Grube Duhamel (Glan), G-Bahn;Ensdorf - Grube Duhamel
3299;99959947;100310070; -0,4 + -52;  3,1 +  70;Ensdorf (Saar), W 35 - Griesborn Grube, G-Bahn;Ensdorf - Griesborn
3300;100010080;102940017;  0,1 +  80; 29,4 +  17;Kaiserslautern Main-St., Gl 45 - Pirmasens Nord, W 5;Kaiserslautern - Pirmasens
3301;103500094;104260059; 35,0 +  94; 42,6 +  59;Einsiedlerhof, W 4 - Kaiserslautern, G-Bahn;Einsiedlerhof - Kaiserslautern
3302;99969973;103510016; -0,3 + -26; 35,1 +  16;Kaiserslautern Main-St., W 130 - Lauterecken-Grumbach, W 24;Kaiserslautern - Lauterecken
3303;99949936;101270020; -0,5 + -63; 12,7 +  20;Kaiserslautern Main-St., W 38 - Enkenbach, W 12;Kaiserslautern - Enkenbach
3304;99979902;101650072; -0,2 + -97; 16,5 +  72;Lampertsmuehle-Otterbach, W 1 - Reichenbach (Pfalz);Lampertsmuehle - Reichenbach
3305;99999974;100390065;  0,0 + -25;  3,9 +  65;Lampertsmuehle-Otterbach - Otterberg;Lampertsmuehle - Otterberg
3306;99949980;101410021; -0,5 + -19; 14,1 +  21;Landstuhl, W 41 - Glan-Muenchweiler, W 3;Landstuhl - Glan-Muenchweiler
3307;103510072;103910011; 35,1 +  72; 39,1 +  11;Einsiedlerhof, W 6 - Einsiedlerhof, suedl. Verbindung;Einsiedlerhof,W6 - suedl. Verb.
3308;99999988;100240090;  0,0 + -11;  2,4 +  90;Einsiedlerhof, W 517 - Einsiedlerhof, noerdl. Verbindung, W 71;Einsiedlerhof, W 517 - W 71
3309;99999941;100220018;  0,0 + -58;  2,2 +  18;Einsiedlerhof, W 74 - Einsiedlerhof Opelwerk;Einsiedlerhof - Opel
